482,710,35,38
483,534,28,38
484,102,33,38
485,590,32,38
486,576,35,38
487,112,42,38
488,198,44,38
489,112,42,38
490,752,21,38
491,1000,38,38
492,320,38,38
493,952,34,38
494,644,36,38
495,156,35,38
496,624,41,38
497,196,30,38
498,960,40,38
499,438,38,38
500,202,40,38
501,766,35,38
502,756,37,38
503,904,34,38
504,90,30,38
505,830,32,38
506,670,36,38
507,68,44,38
508,632,38,38
509,782,27,38
510,142,30,38
511,790,30,38
512,524,31,38
513,640,33,38
514,372,43,38
515,602,46,38
516,52,39,38
517,600,37,38
518,964,40,38
519,576,34,38
520,816,32,40
521,852,36,38
522,528,43,40
523,730,39,40
524,224,40,38
525,494,36,38
526,412,30,40
527,560,30,40
528,366,37,40
529,210,33,40
530,820,25,38
531,228,37,38
532,778,35,40
533,76,34,38
534,170,36,38
535,908,45,38
536,940,32,38
537,1054,36,38
538,942,38,40
539,938,39,38
540,58,42,38
541,470,41,38
542,896,38,38
543,308,31,42
544,864,24,40
545,344,37,40
546,268,42,38
547,590,30,40
548,640,39,38
549,996,43,38
550,660,40,40
551,1120,40,42
552,556,44,38
553,628,36,38
554,130,41,38
555,1004,43,40
556,926,44,38
557,154,41,40
558,974,38,40
559,1038,42,38
560,244,43,40
561,776,40,38
562,108,39,40
563,566,42,38
564,388,35,40
565,478,39,38
566,934,46,40
567,608,37,40
568,390,40,38
569,370,44,38
570,1050,39,40
571,448,38,38
572,996,36,42
573,978,40,38
574,504,38,40
575,846,30,38
576,1034,37,38
577,62,44,38
578,956,39,40
579,1066,35,42
580,882,41,42
581,486,36,38
582,482,33,40
583,708,46,38
584,408,43,38
585,498,38,40
586,192,34,38
587,434,41,40
588,294,36,42
589,830,32,38
590,104,39,38
591,1014,33,38
592,418,37,38
593,1144,39,38
594,374,40,40
595,886,45,40
596,1162,42,42
597,52,39,40
598,634,45,42
599,1154,32,38
600,154,31,38
601,376,47,38
602,448,29,38
603,52,39,40
604,458,44,42
605,918,43,38
606,858,41,40
607,258,42,38
608,744,37,40
609,920,55,40
610,1070,43,40
611,896,46,38
612,108,31,38
613,1026,38,40
614,296,50,38
615,602,42,40
616,810,39,38
617,578,40,38
618,798,35,42
619,1198,44,40
620,680,42,40
621,728,47,40
622,748,39,40
623,786,40,38
624,484,37,38
625,1128,46,42
626,1204,37,40
627,1030,50,38
628,722,39,40
629,208,42,42
630,262,44,38
631,316,41,40
632,264,43,40
633,1284,51,42
634,1230,34,38
635,294,50,38
636,136,47,40
637,602,40,42
638,1248,38,40
639,1168,42,38
640,202,42,38
641,1300,44,42
642,854,43,38
643,142,49,38
644,190,35,40
645,138,46,42
646,640,48,42
647,404,44,38
648,752,47,38
649,820,51,40
650,598,44,40
651,136,44,40
652,256,50,38
653,150,53,40
654,488,50,40
655,110,43,40
656,806,46,42
657,846,33,38
658,450,40,42
659,1066,39,40
660,422,40,40
661,54,40,38
662,1098,44,40
663,76,51,40
664,680,42,40
665,62,44,38
666,1072,41,42
667,1286,51,42
668,424,44,40
669,674,51,40
670,202,49,42
671,782,43,42
672,62,44,38
673,672,53,38
674,1190,55,40
675,902,37,40
676,410,42,40
677,72,49,40
678,338,43,38
679,308,43,42
680,1182,54,40
681,254,46,42
682,394,39,40
683,188,50,42
684,1326,52,40
685,686,47,40
686,862,44,42
687,60,43,40
688,852,44,40
689,744,35,40
690,174,32,38
691,856,45,40
692,1260,35,42
693,198,38,38
694,980,47,40
695,164,50,38
696,568,51,42
697,832,36,42
698,824,48,42
699,1194,40,40
700,150,48,42
701,282,46,38
702,1062,47,38
703,1424,54,42
704,656,47,38
705,894,40,38
706,272,50,40
707,772,30,40
708,748,44,42
709,1436,51,42
710,426,42,40
711,658,50,38
712,574,38,42
713,272,49,40
714,1128,37,40
715,220,45,40
716,760,41,40
717,1106,42,42
718,250,54,42
719,428,40,40
720,1348,47,40
721,138,45,40
722,432,38,40
723,1464,41,40
724,130,47,40
725,956,44,42
726,1124,34,42
727,1368,51,42
728,812,42,40
729,306,40,40
730,906,45,38
731,1108,42,42
732,962,42,38
733,194,43,42
734,1036,57,42
735,1108,46,42
736,828,48,40
737,144,48,38
738,74,50,38
739,180,47,40
740,88,57,40
741,246,42,38
742,852,45,42
743,82,54,38
744,158,51,38
745,1508,45,40
746,662,43,42
747,658,58,40
748,484,45,40
749,1106,54,42
750,1358,36,40
751,412,47,40
752,506,45,42
753,88,57,38
754,790,36,42
755,986,49,38
756,520,43,38
757,1152,48,40
758,1074,50,40
759,440,38,40
760,834,42,42
761,1266,52,38
762,1542,43,40
763,1290,43,42
764,244,47,42
765,1548,39,42
766,788,44,38
767,1016,50,42
768,1082,53,38
769,858,41,40
770,528,44,40
771,244,53,42
772,1562,55,40
773,560,47,42
774,258,57,40
775,854,44,40
776,322,52,40
777,1408,57,40
778,1290,50,42
779,468,44,42
780,1046,53,42
781,462,44,40
782,490,47,42
783,932,48,42
784,738,40,42
785,166,53,40
786,768,54,42
787,698,51,38
788,338,52,40
789,824,40,40
790,412,48,38
791,296,47,42
792,1202,51,40
793,410,40,42
794,990,46,40
795,1386,56,40
796,80,53,38
797,874,46,40
798,928,44,42
799,1460,49,40
800,560,56,40
801,660,51,42
802,464,52,42
803,670,41,42
804,1246,49,38
805,1628,60,40
806,604,65,42
807,308,45,42
808,270,54,42
809,690,55,38
810,1380,50,42
811,942,57,40
812,1382,58,42
813,886,44,40
814,244,38,42
815,1072,52,42
816,1650,50,42
817,490,54,40
818,948,54,42
819,1158,52,40
820,90,58,40
821,972,46,42
822,94,60,40
823,964,53,40
824,780,45,40
825,92,59,40
826,1374,51,40
827,522,57,40
828,1092,51,42
829,512,58,42
830,1600,53,42
831,644,45,42
832,588,45,40
833,1318,38,40
834,468,43,42
835,872,47,40
836,1076,51,42
837,268,51,42
838,1552,51,42
839,486,36,42
840,1272,59,40
841,556,44,42
842,236,46,40
843,1266,56,40
844,1568,52,42
845,358,57,42
846,206,63,42
847,494,45,42
848,988,58,42
849,420,54,42
850,998,57,42
851,182,50,42
852,1488,55,42
853,402,51,42
854,1468,57,42
855,904,64,42
856,1282,37,42
857,1574,48,42
858,1122,47,40
859,430,51,42
860,1650,48,42
861,616,52,42
862,1418,59,40
863,1204,53,40
864,360,49,42
865,1748,51,42
866,1454,59,42
867,1256,52,42
868,1684,62,42
869,1562,53,40
870,700,53,40
871,1678,52,42
872,1296,53,40
873,1262,61,42
874,1700,48,40
875,950,48,42
876,384,57,42
877,454,43,42
878,906,38,40
879,856,54,42
880,640,54,42
881,290,58,42
882,188,60,42
883,1200,56,38
884,1530,49,42
885,376,57,42
886,1708,60,40
887,526,44,42
888,612,57,40
889,1192,42,42
890,1200,46,42
891,1800,62,40
892,1716,48,42
893,876,58,42
894,736,39,42
895,168,50,40
896,1362,43,42
897,1812,51,42
898,1814,57,42
899,548,53,42
900,894,57,42
901,1598,51,40
902,1424,64,40
903,168,51,42
904,440,61,42
905,840,59,40
906,1272,61,40
907,556,55,42
908,1834,56,40
909,1224,50,42
910,582,63,42
911,1458,52,42
912,812,48,42
913,1654,55,40
914,1088,58,42
915,340,51,42
916,1294,75,42
917,652,43,40
918,1388,65,42
919,970,56,42
920,1444,53,42
921,1300,54,42
922,168,58,40
923,256,51,42
924,1866,67,42
925,1504,54,42
926,674,56,42
927,156,50,42
928,596,49,42
929,1346,55,42
930,266,55,42
931,788,58,42
932,560,58,40
933,1276,56,42
934,378,55,42
935,292,62,42
936,1890,53,42
937,332,55,42
938,944,64,42
939,310,67,42
940,388,57,40
941,988,39,42
942,1332,57,42
943,1430,47,40
944,1906,50,42
945,310,57,42
946,472,61,42
947,1014,51,42
948,1826,55,42
949,310,56,42
950,748,46,42
951,1630,59,40
952,1494,53,42
953,124,72,40
954,794,59,42
955,1118,60,42
956,362,45,42
957,1744,61,42
958,636,49,42
959,1326,52,42
960,1150,57,40
961,524,47,42
962,616,72,42
963,1944,68,42
964,702,57,42
965,188,53,42
966,196,60,42
967,1880,47,42
968,1452,59,42
969,1468,49,42
970,582,53,42
971,1788,56,42
972,1166,46,40
973,1964,56,42
974,200,65,42
975,620,59,40
976,1462,55,42
977,1404,59,42
978,202,61,42
979,420,61,42
980,514,50,42
981,422,64,42
982,1878,60,42
983,762,54,42
984,682,59,40
985,1988,64,42
986,1136,60,42
987,1216,63,42
988,1492,55,42
989,904,51,42
990,1104,59,42
991,354,59,42
992,380,74,42
993,296,54,42
994,1716,54,42
995,1040,54,42
996,1380,59,42
997,1912,55,42
998,1666,58,42
999,374,61,42
1000,82,54,40
1001,1612,64,42
1002,1854,56,42
1003,642,62,42
1004,1266,63,42
1005,1518,61,42
1006,210,69,42
1007,1700,56,42
1008,302,58,42
1009,1466,56,42
1010,1942,62,42
1011,1376,65,42
1012,690,52,42
1013,1948,51,42
1014,1770,65,42
1015,966,66,42
1016,506,64,42
1017,2052,69,44
1018,1170,53,42
1019,1948,69,42
1020,506,65,42
1021,864,61,42
1022,500,59,42
1023,1096,42,42
1024,550,66,42
1025,1752,64,42
1026,1288,57,42
1027,98,62,42
1028,100,63,42
1029,516,64,44
1030,452,64,42
1031,94,60,42
1032,710,57,42
1033,1890,55,42
1034,1678,63,42
1035,1880,60,42
1036,710,60,42
1037,620,59,42
1038,1768,61,42
1039,848,74,44
1040,426,63,42
1041,96,61,42
1042,1512,62,42
1043,1308,64,42
1044,642,58,42
1045,94,60,42
1046,530,58,42
1047,858,59,42
1048,96,61,42
1049,1896,61,42
1050,1596,59,42
1051,210,65,42
1052,1446,65,42
1053,1938,62,42
1054,1292,63,44
1055,216,61,42
1056,728,54,44
1057,1716,61,42
1058,552,50,42
1059,1834,64,44
1060,2138,73,44
1061,1156,60,42
1062,354,57,42
1063,882,64,44
1064,1208,63,42
1065,1944,51,44
1066,1730,62,42
1067,1618,58,44
1068,998,57,44
1069,488,52,42
1070,638,55,46
1071,1204,60,42
1072,1732,62,42
1073,218,68,42
1074,1188,62,42
1075,404,68,44
1076,2048,62,42
1077,338,60,44
1078,754,65,44
1079,120,73,42
1080,1850,60,42
1081,1738,60,44
1082,1118,65,42
1083,768,66,42
1084,836,53,42
1085,194,63,42
1086,1760,65,42
1087,1306,60,42
1088,320,57,42
1089,1890,67,42
1090,1502,68,42
1091,934,67,42
1092,1116,63,42
1093,1966,54,42
1094,1778,69,42
1095,2116,77,42
1096,1082,68,42
1097,98,62,44
1098,1350,73,44
1099,704,74,42
1100,1866,71,42
1101,2220,71,44
1102,694,60,42
1103,682,61,44
1104,748,57,44
1105,1772,65,44
1106,416,66,46
1107,792,61,42
1108,1000,64,42
1109,1878,69,42
1110,428,58,42
1111,1494,66,42
1112,1220,53,42
1113,808,84,42
1114,1778,67,42
1115,1208,78,42
1116,2138,71,42
1117,998,65,42
1118,686,72,42
1119,2256,66,44
1120,1748,72,42
1121,1764,53,44
1122,104,65,42
1123,978,67,42
1124,2266,75,44
1125,2170,69,42
1126,1276,65,44
1127,1736,53,44
1128,1110,74,42
1129,130,78,42
1130,1584,61,42
1131,1160,60,42
1132,976,68,46
1133,1250,64,44
1134,546,72,42
1135,230,71,44
1136,938,73,42
1137,2102,68,42
1138,1484,66,44
1139,1412,74,42
1140,1342,73,42
1141,1676,69,42
1142,1684,63,42
1143,874,68,44
1144,802,54,42
1145,1628,71,42
1146,98,62,42
1147,2064,74,44
1148,880,56,42
1149,716,75,42
1150,2090,64,42
1151,468,75,44
1152,1956,67,44
1153,690,59,44
1154,1038,68,44
1155,234,68,42
1156,434,68,46
1157,724,82,42
1158,314,60,42
1159,1026,65,42
1160,1640,69,44
1161,1170,70,46
1162,1130,64,46
1163,232,62,44
1164,906,65,42
1165,840,71,44
1166,1656,69,44
1167,2352,74,44
1168,326,58,44
1169,2244,81,44
1170,1416,71,44
1171,1798,66,44
1172,1908,65,44
1173,612,66,42
1174,696,63,42
1175,450,63,42
1176,1098,71,46
1177,486,80,44
1178,636,64,44
1179,466,73,42
1180,1848,53,44
1181,602,64,42
1182,744,78,42
1183,2384,70,46
1184,354,52,42
1185,1108,72,46
1186,702,61,42
1187,466,59,44
1188,404,66,44
1189,482,76,46
1190,1440,66,46
1191,1924,60,42
1192,116,71,42
1193,426,63,44
1194,1876,69,46
1195,352,54,46
1196,106,66,42
1197,430,60,46
1198,592,76,46
1199,1200,71,44
1200,932,59,46
1201,2420,68,44
1202,1782,61,42
1203,598,83,42
1204,1848,77,44
1205,2428,75,46
1206,1454,73,44
1207,1010,70,42
1208,1622,79,44
1209,776,82,44
1210,2094,67,46
1211,1014,87,44
1212,700,69,44
1213,1936,56,46
1214,1236,52,44
1215,826,72,46
1216,878,70,42
1217,1090,74,44
1218,1100,67,44
1219,710,54,44
1220,602,82,46
1221,122,74,44
1222,464,68,42
1223,264,73,44
1224,956,57,42
1225,1964,85,46
1226,1058,73,44
1227,784,74,42
1228,2124,82,46
1229,120,73,44
1230,532,71,44
1231,826,77,44
1232,678,59,44
1233,680,80,42
1234,1152,71,44
1235,1216,72,42
1236,2154,69,44
1237,2218,67,44
1238,634,76,42
1239,1326,55,46
1240,1510,61,44
1241,380,63,44
1242,1840,71,44
1243,968,61,42
1244,1108,65,42
1245,2384,83,42
1246,232,76,44
1247,340,77,46
1248,528,74,42
1249,500,68,42
1250,1486,77,44
1251,2036,81,44
1252,1222,74,42
1253,618,75,44
1254,1048,70,42
1255,130,78,42
1256,400,75,46
1257,1334,51,46
1258,226,68,42
1259,2170,71,46
1260,1618,71,42
1261,2178,73,44
1262,876,72,44
1263,1160,72,44
1264,1536,76,42
1265,1158,60,42
1266,2550,69,46
1267,1740,78,42
1268,260,64,42
1269,1170,78,42
1270,1532,67,44
1271,492,80,42
1272,1220,76,44
1273,490,65,42
1274,138,82,44
1275,528,81,46
1276,2570,85,46
1277,1134,68,44
1278,2574,77,44
1279,664,68,42
1280,2314,63,46
1281,2580,77,44
1282,404,76,44
1283,1926,92,46
1284,1326,67,42
1285,964,85,44
1286,2590,84,44
1287,960,86,42
1288,750,78,44
1289,910,81,46
1290,1332,62,44
1291,2238,83,42
1292,1644,60,46
1293,1590,72,44
1294,1116,72,44
1295,2468,71,42
1296,2610,69,44
1297,2228,75,44
1298,486,78,44
1299,676,69,44
1300,1290,84,44
1301,1462,76,44
1302,2622,67,46
1303,378,68,42
1304,120,73,44
1305,756,60,46
1306,130,78,44
1307,1172,71,42
1308,2380,81,46
1309,1196,82,42
1310,250,68,42
1311,1856,73,44
1312,1320,80,44
1313,124,75,42
1314,528,84,42
1315,724,64,44
1316,554,70,44
1317,798,77,42
1318,2526,85,42
1319,1726,68,44
1320,1938,71,44
1321,1056,68,44
1322,2280,77,44
1323,682,66,46
1324,794,76,42
1325,1898,66,44
1326,1960,77,46
1327,636,79,42
1328,2014,66,46
1329,2446,82,44
1330,1724,70,46
1331,2256,71,46
1332,1352,76,44
1333,1988,80,44
1334,514,82,44
1335,1998,71,44
1336,2076,64,42
1337,2556,83,42
1338,1252,78,44
1339,144,85,44
1340,2444,88,44
1341,1444,53,44
1342,1352,74,42
1343,1266,78,46
1344,2338,84,46
1345,310,96,42
1346,554,92,42
1347,910,89,44
1348,1068,79,46
1349,412,74,42
1350,296,88,44
1351,2720,69,44
1352,242,72,44
1353,2588,76,46
1354,134,80,44
1355,1894,78,44
1356,2240,81,44
1357,1010,88,46
1358,550,73,46
1359,686,85,42
1360,2354,75,42
1361,146,86,44
1362,1950,72,44
1363,2496,58,46
1364,2366,77,44
1365,2038,81,44
1366,982,83,44
1367,1860,81,42
1368,2366,84,44
1369,880,77,46
1370,1606,73,44
1371,824,72,46
1372,1532,80,44
1373,986,75,46
1374,2516,71,44
1375,2450,77,46
1376,574,98,44
1377,2640,79,44
1378,380,70,46
1379,254,73,44
1380,1734,83,44
1381,2092,70,42
1382,924,67,46
1383,102,64,42
1384,446,80,46
1385,126,76,44
1386,1682,77,42
1387,1248,94,44
1388,1414,55,46
1389,702,67,44
1390,1780,67,44
1391,1390,85,44
1392,1262,84,46
1393,2804,84,44
1394,282,73,44
1395,806,66,42
1396,1576,92,44
1397,2276,90,42
1398,2558,65,44
1399,1276,83,44
1400,890,80,42
1401,162,94,44
1402,1114,82,44
1403,482,81,44
1404,526,89,44
1405,420,78,44
1406,1582,84,44
1407,1076,76,44
1408,794,73,44
1409,1408,83,42
1410,736,92,44
1411,1148,81,42
1412,1628,91,44
1413,2542,73,46
1414,1566,74,44
1415,2848,89,44
1416,890,86,42
1417,910,94,46
1418,1722,90,44
1419,1172,76,46
1420,130,78,44
1421,2344,92,44
1422,1460,66,44
1423,2414,77,46
1424,266,76,44
1425,2542,70,44
1426,1122,73,42
1427,412,89,44
1428,1022,81,44
1429,2304,84,44
1430,998,80,44
1431,2744,90,46
1432,164,95,44
1433,886,87,44
1434,1966,90,44
1435,288,84,46
1436,970,69,46
1437,2892,73,44
1438,608,87,42
1439,2194,80,46
1440,1262,80,44
1441,2466,88,46
1442,598,74,44
1443,1574,78,46
1444,1468,71,46
1445,2464,88,44
1446,2452,98,44
1447,1028,68,44
1448,2046,97,46
1449,2512,78,42
1450,636,87,44
1451,1138,76,46
1452,532,81,44
1453,2074,95,44
1454,2622,69,44
1455,284,80,44
1456,472,84,44
1457,126,76,44
1458,826,69,44
1459,2352,83,44
1460,2778,92,44
1461,924,82,44
1462,2942,94,44
1463,1914,90,46
1464,870,80,44
1465,1822,96,46
1466,2404,93,46
1467,1762,84,46
1468,1028,86,44
1469,1970,86,44
1470,1254,76,46
1471,452,83,46
1472,2554,72,44
1473,1358,95,46
1474,2536,99,44
1475,1518,56,44
1476,2420,79,44
1477,1050,72,44
1478,1056,75,44
1479,2590,83,46
1480,2672,77,46
1481,1074,98,46
1482,2982,95,44
1483,2070,95,44
1484,2986,91,46
1485,124,75,44
1486,1084,92,46
1487,2838,114,44
1488,1348,70,46
1489,1776,77,46
1490,1038,94,44
1491,3000,74,44
1492,918,94,44
1493,2556,83,46
1494,2402,85,42
1495,2866,88,44
1496,782,78,44
1497,586,73,44
1498,2844,90,44
1499,326,93,46
1500,1678,79,46
1501,1998,77,46
1502,2130,82,42
1503,1616,88,44
1504,1176,92,46
1505,1698,85,44
1506,2574,87,46
1507,3032,66,44
1508,1502,91,46
1509,438,92,44
1510,160,93,42
1511,3040,96,44
1512,2466,84,44
1513,888,81,46
1514,440,83,46
1515,774,66,46
1516,1722,96,44
1517,2490,87,46
1518,2586,85,46
1519,1692,88,46
1520,832,89,44
1521,1694,89,46
1522,2596,89,46
1523,2238,87,44
1524,1572,73,46
1525,2776,83,46
1526,2934,80,44
1527,268,85,46
1528,316,84,44
1529,2896,102,44
1530,2826,90,46
1531,678,99,44
1532,2076,82,46
1533,2470,85,46
1534,1374,76,42
1535,3088,88,44
1536,328,96,44
1537,1396,92,42
1538,1064,82,46
1539,2170,87,46
1540,3098,81,46
1541,1386,85,44
1542,612,88,44
1543,298,99,44
1544,308,83,42
1545,154,90,44
1546,152,89,44
1547,620,87,44
1548,2168,103,46
1549,1096,85,44
1550,1316,83,44
1551,1062,77,46
1552,2034,96,46
1553,162,94,42
1554,306,81,46
1555,2644,87,46
1556,1346,90,44
1557,2800,78,44
1558,1106,87,46
1559,2170,72,42
1560,2470,74,44
1561,960,93,46
1562,2334,96,46
1563,1374,86,44
1564,1450,102,46
1565,2060,91,46
1566,2130,87,44
1567,1696,86,46
1568,2238,83,46
1569,2830,96,44
1570,2870,87,44
1571,352,92,46
1572,3162,94,46
1573,1292,88,44
1574,1572,90,46
1575,2346,84,42
1576,2878,92,46
1577,2692,83,46
1578,3038,96,46
1579,974,100,44
1580,2514,71,44
1581,580,94,46
1582,176,101,44
1583,650,104,46
1584,2578,94,44
1585,3046,101,46
1586,1266,75,46
1587,2146,84,44
1588,398,66,44
1589,454,84,44
1590,1034,91,46
1591,514,105,44
1592,2210,86,44
1593,1100,92,46
1594,2394,90,44
1595,316,81,44
1596,1242,90,44
1597,2252,93,46
1598,1450,93,46
1599,2376,87,46
1600,1574,102,46
1601,788,98,46
1602,2870,81,46
1603,976,104,46
1604,1606,71,46
1605,1610,98,46
1606,288,94,44
1607,804,96,46
1608,1772,76,46
